92100,BOULOGNE BILLANCOURT,FR,
94340,JOINVILLE-LE-PONT,FR,
0,INCONNUE,FR,
0,INCONNUE,FR,
95000,CERGY,FR,
95000,NEUVILLE-SUR-OISE,FR,
78600,MESNIL LE ROI,FR,
21110,ROUVRES EN PLAINE,FR,
77680,ROISSY EN BRIE,FR,
13190,ALLAUCH,FR,
64230,Sauvagnon,FR,
0,INCONNUE,FR,
0,INCONNUE,FR,
75015,PARIS,FR,
95490,VAUR�AL,FR,
89400,Bassou,FR,
62149,CAMBRIN,FR,
95290,L'ISLE-ADAM,FR,
64000,PAU,FR,
35650,LE RHEU,FR,
0,INCONNUE,FR,
95640,SANTEUIL,FR,
64000,PAU,FR,
0,INCONNUE,FR,
64000,PAU,FR,
95310,SAINT OUEN L'AUMONE,FR,
95130,FRANCONVILLE,FR,
31450,FOURQUEVAUX,FR,
95000,CERGY,FR,
34200,S�te,FR,
33110,LE BOUSCAT,FR,
77173,CHEVRY COSSIGNY,FR,
64000,PAU,FR,
95100,ARGENTEUIL,FR,
95000,CERGY,FR,
75015,PARIS,FR,
95000,CERGY,FR,
85000,LA ROCHE-SUR-YON,FR,
95280,JOUY-LE-MOUTIER,FR,
64000,PAU,FR,
78700,CONFLANS-SAINTE-HONORINE,FR,
95330,Domont,FR,
13015,MARSEILLLE,FR,
0,INCONNUE,FR,
59690,VIEUX CONDE,FR,
75006,PARIS 06EME ARRONDISSEMENT,FR,
64000,PAU,FR,
6200,NICE,FR,
0,INCONNUE,FR,
95000,CERGY,FR,
95120,ERMONT,FR,
75020,PARIS,FR,
75012,PARIS,FR,
92400,Courbevoie,FR,
0,INCONNUE,FR,
0,INCONNUE,FR,
0,INCONNUE,FR,
95000,CERGY,FR,
78260,ACHERES,FR,
13011,MARSEILLE,FR,
95540,MERY SUR OISE,FR,
0,INCONNUE,FR,
31320,CASTANET TOLOSAN,FR,
64000,PAU,FR,
0,INCONNUE,FR,
95610,ERAGNY SUR OISE,FR,
78580,BAZEMONT,FR,
60117,VEZ,FR,
0,INCONNUE,FR,
95170,DEUIL,FR,
94510,LA QUEUE EN BRIE,FR,
0,INCONNUE,FR,
78480,VERNEUIL SUR SEINE,FR,
95000,CERGY,FR,
95150,TAVERNY,FR,
64000,PAU,FR,
0,INCONNUE,FR,
64320,IDRON,FR,
78230,LE PECQ,FR,
78000,VERSAILLES,FR,
92200,NEUILLY-SUR-SEINE,FR,
75012,PARIS,FR,
0,INCONNUE,FR,
75015,Paris,FR,
95260,BEAUMONT SUR OISE,FR,
93200,ST DENIS,FR,
95000,CERGY,FR,
0,INCONNUE,IT,
92110,CLICHY,FR,
95000,CERGY,FR,
95000,CERGY,FR,
95000,NEUVILLE SUR OISE,FR,
78220,VIROFLAY,FR,
95000,CERGY,FR,
27140,GISORS,FR,
0,INCONNUE,FR,
0,INCONNUE,FR,
92000,NANTERRE,FR,
64100,BAYONNE,FR,
92700,COLOMBES,FR,
83400,HYERES,FR,
78121,CRESPIERES,FR,
65100,LOURDES,FR,
95800,CERGY,FR,
92700,COLOMBES,FR,
78700,CONFLANS STE HONORINE,FR,
95800,CERGY SAINT CHRISTOPHE,FR,
93800,EPINAY SUR SEINE,FR,
0,Abidjan,CI,
95000,Cergy,FR,
60110,MERU,FR,
95000,CERGY,FR,
95000,CERGY,FR,
91300,MASSY,FR,
77400,POMPONNE,FR,
69270,FONTAINES SAINT MARTIN,FR,
95800,CERGY,FR,
0,INCONNUE,FR,
91160,LONGJUMEAU,FR,
0,INCONNUE,FR,
0,RADES,TN,
75005,PARIS,FR,
95014,CERGY PONTOISE CEDEX,FR,
0,INCONNUE,FR,
0,INCONNUE,FR,
78210,SANT CYR L'ECOLE,FR,
22700,ST QUAY PERROS,FR,
94210,SAINT MAUR DES FOSS�S,FR,
60280,MARGNY LES COMPIEGNE,FR,
95450,CONDECOURT,FR,
92330,SCEAUX,FR,
95000,CERGY,FR,
64700,HENDAYE,FR,
92150,SURESNES,FR,
0,INCONNUE,FR,
92160,ANTONY,FR,
67120,ERNOLSHEIM BRUCHE,FR,
95430,AUVERS SUR OISE,FR,
13600,LA CIOTAT,FR,
0,78430,FR,
95000,CERGY,FR,
78130,LES MUREAUX,FR,
91200,ATHIS-MONS,FR,
0,La Marsa,TN,
94300,VINCENNES,FR,
95290,L'ISLE ADAM,FR,
0,INCONNUE,FR,
0,INCONNUE,FR,
77133,FERICY,FR,
64000,PAU,FR,
95000,PORT CERGY,FR,
64000,PAU,FR,
95160,MONTMORENCY,FR,
78240,CHAMBOURCY,FR,
